dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
commons-httpclient:commons-httpclient,io.springfox:springfox-swagger2,15,138,137,0.11,0.11,0.11
com.beust:jcommander,javax.validation:validation-api,10,100,194,0.1,0.05,0.1
com.beust:jcommander,org.eclipse.jetty:jetty-servlet,13,100,189,0.13,0.07,0.13
org.apache.commons:commons-text,org.quartz-scheduler:quartz,26,174,133,0.15,0.2,0.2
org.openjdk.jmh:jmh-core,redis.clients:jedis,14,204,179,0.07,0.08,0.08
com.fasterxml.jackson.core:jackson-annotations,org.springframework:spring-orm,38,429,124,0.09,0.31,0.31
javax.servlet.jsp:jsp-api,javax.servlet:jstl,48,103,119,0.47,0.4,0.47
javax.servlet:javax.servlet-api,org.junit.vintage:junit-vintage-engine,28,468,104,0.06,0.27,0.27
javax.servlet:javax.servlet-api,org.antlr:antlr4-runtime,28,468,114,0.06,0.25,0.25
javax.inject:javax.inject,org.apache.zookeeper:zookeeper,22,187,183,0.12,0.12,0.12
org.antlr:antlr4-runtime,org.scala-lang:scala-library,24,114,174,0.21,0.14,0.21
org.hamcrest:hamcrest-core,org.springframework:spring-context-support,25,213,150,0.12,0.17,0.17
org.mybatis.spring.boot:mybatis-spring-boot-starter,org.postgresql:postgresql,9,125,230,0.07,0.04,0.07
commons-beanutils:commons-beanutils,org.apache.thrift:libthrift,27,271,102,0.1,0.26,0.26
com.fasterxml.jackson.core:jackson-core,com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,96,510,134,0.19,0.72,0.72
com.fasterxml.jackson.core:jackson-core,org.junit.jupiter:junit-jupiter-engine,66,510,312,0.13,0.21,0.21
org.apache.logging.log4j:log4j-slf4j-impl,org.apache.zookeeper:zookeeper,33,217,183,0.15,0.18,0.18
org.bouncycastle:bcpkix-jdk15on,org.springframework.boot:spring-boot-starter-web,16,142,139,0.11,0.12,0.12
org.mockito:mockito-junit-jupiter,org.springframework:spring-webmvc,18,107,251,0.17,0.07,0.17
joda-time:joda-time,org.glassfish.jaxb:jaxb-runtime,34,382,132,0.09,0.26,0.26
joda-time:joda-time,junit:junit,313,382,2231,0.82,0.14,0.82
com.jayway.jsonpath:json-path,org.springframework:spring-beans,22,120,252,0.18,0.09,0.18
com.jayway.jsonpath:json-path,org.apache.hadoop:hadoop-common,17,120,125,0.14,0.14,0.14
com.jayway.jsonpath:json-path,org.yaml:snakeyaml,22,120,255,0.18,0.09,0.18
commons-codec:commons-codec,javax.servlet:jstl,49,570,119,0.09,0.41,0.41
org.apache.maven:maven-artifact,org.springframework:spring-test,15,117,325,0.13,0.05,0.13
commons-lang:commons-lang,org.apache.thrift:libthrift,44,415,102,0.11,0.43,0.43
mysql:mysql-connector-java,org.mockito:mockito-all,61,494,388,0.12,0.16,0.16
org.apache.curator:curator-recipes,org.apache.poi:poi-ooxml,10,128,134,0.08,0.07,0.08
com.google.code.gson:gson,org.springframework.boot:spring-boot-starter-web,40,624,139,0.06,0.29,0.29
com.google.code.gson:gson,org.openjdk.jmh:jmh-generator-annprocess,45,624,192,0.07,0.23,0.23
org.apache.httpcomponents:httpcore,org.springframework:spring-expression,35,255,108,0.14,0.32,0.32
javax.activation:activation,org.hamcrest:hamcrest-library,16,102,224,0.16,0.07,0.16
org.junit.jupiter:junit-jupiter,org.mybatis:mybatis,2,133,115,0.02,0.02,0.02
org.easymock:easymock,org.scala-lang:scala-library,16,185,174,0.09,0.09,0.09
org.easymock:easymock,org.springframework:spring-core,46,185,326,0.25,0.14,0.25
com.alibaba:druid,javax.activation:activation,5,137,102,0.04,0.05,0.05
io.springfox:springfox-swagger2,javax.mail:mail,14,137,154,0.1,0.09,0.1
io.springfox:springfox-swagger2,org.slf4j:slf4j-api,43,137,1366,0.31,0.03,0.31
javax.servlet:jstl,org.slf4j:jcl-over-slf4j,37,119,298,0.31,0.12,0.31
org.hsqldb:hsqldb,org.jsoup:jsoup,23,190,220,0.12,0.1,0.12
org.hsqldb:hsqldb,org.mybatis.spring.boot:mybatis-spring-boot-starter,3,190,125,0.02,0.02,0.02
org.aspectj:aspectjrt,org.mockito:mockito-all,26,111,388,0.23,0.07,0.23
commons-fileupload:commons-fileupload,javax.ws.rs:javax.ws.rs-api,25,234,134,0.11,0.19,0.19
io.springfox:springfox-swagger-ui,org.springframework:spring-aop,15,121,171,0.12,0.09,0.12
org.apache.httpcomponents:httpclient,org.apache.maven:maven-plugin-api,84,665,254,0.13,0.33,0.33
com.h2database:h2,org.openjdk.jmh:jmh-core,40,353,204,0.11,0.2,0.2
org.apache.commons:commons-collections4,org.mockito:mockito-core,94,217,865,0.43,0.11,0.43
org.apache.commons:commons-collections4,org.springframework.boot:spring-boot-starter-test,15,217,127,0.07,0.12,0.12
log4j:log4j,org.jsoup:jsoup,38,491,220,0.08,0.17,0.17
org.apache.logging.log4j:log4j-api,org.codehaus.jackson:jackson-core-asl,16,267,104,0.06,0.15,0.15
org.apache.logging.log4j:log4j-api,org.mockito:mockito-junit-jupiter,15,267,107,0.06,0.14,0.14
commons-validator:commons-validator,org.easymock:easymock,19,101,185,0.19,0.1,0.19
commons-io:commons-io,org.slf4j:log4j-over-slf4j,80,1001,121,0.08,0.66,0.66
com.zaxxer:HikariCP,org.apache.maven:maven-core,10,135,183,0.07,0.05,0.07
cglib:cglib,org.mybatis:mybatis,17,126,115,0.13,0.15,0.15
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.apache.velocity:velocity,9,134,126,0.07,0.07,0.07
commons-cli:commons-cli,org.eclipse.jetty:jetty-server,82,368,253,0.22,0.32,0.32
org.apache.commons:commons-csv,org.apache.maven:maven-core,11,125,183,0.09,0.06,0.09
commons-net:commons-net,org.apache.httpcomponents:httpcore,44,126,255,0.35,0.17,0.35
org.codehaus.jackson:jackson-mapper-asl,org.jsoup:jsoup,22,154,220,0.14,0.1,0.14
org.codehaus.jackson:jackson-mapper-asl,org.powermock:powermock-api-mockito2,15,154,100,0.1,0.15,0.15
org.apache.commons:commons-math3,org.springframework:spring-aop,15,177,171,0.08,0.09,0.09
com.thoughtworks.xstream:xstream,org.hamcrest:hamcrest-core,21,115,213,0.18,0.1,0.18
commons-dbcp:commons-dbcp,org.eclipse.jetty:jetty-webapp,25,122,155,0.2,0.16,0.2
commons-logging:commons-logging,org.springframework:spring-context,103,360,417,0.29,0.25,0.29
org.aspectj:aspectjweaver,org.mockito:mockito-junit-jupiter,10,163,107,0.06,0.09,0.09
org.apache.commons:commons-lang3,org.springframework:spring-orm,63,918,124,0.07,0.51,0.51
com.google.code.findbugs:jsr305,javax.servlet:jstl,14,315,119,0.04,0.12,0.12
ch.qos.logback:logback-classic,org.apache.curator:curator-framework,32,657,116,0.05,0.28,0.28
ch.qos.logback:logback-classic,org.powermock:powermock-api-mockito2,33,657,100,0.05,0.33,0.33
org.codehaus.jackson:jackson-core-asl,org.testng:testng,23,104,278,0.22,0.08,0.22
org.codehaus.jackson:jackson-core-asl,org.mockito:mockito-all,40,104,388,0.38,0.1,0.38
org.mockito:mockito-core,org.springframework:spring-context,162,865,417,0.19,0.39,0.39
org.mockito:mockito-core,org.slf4j:slf4j-log4j12,176,865,528,0.2,0.33,0.33
org.hibernate:hibernate-entitymanager,org.junit.jupiter:junit-jupiter-engine,16,109,312,0.15,0.05,0.15
com.beust:jcommander,org.apache.commons:commons-lang3,49,100,918,0.49,0.05,0.49
org.apache.commons:commons-text,org.apache.logging.log4j:log4j-core,49,174,346,0.28,0.14,0.28
org.openjdk.jmh:jmh-core,org.scala-lang:scala-library,25,204,174,0.12,0.14,0.14
com.fasterxml.jackson.core:jackson-annotations,org.apache.commons:commons-text,60,429,174,0.14,0.34,0.34
com.google.guava:guava,org.apache.maven.plugin-tools:maven-plugin-annotations,101,1138,219,0.09,0.46,0.46
com.google.guava:guava,org.apache.avro:avro,82,1138,108,0.07,0.76,0.76
javax.servlet:javax.servlet-api,org.apache.poi:poi,44,468,129,0.09,0.34,0.34
javax.validation:validation-api,org.testcontainers:testcontainers,18,194,111,0.09,0.16,0.16
javax.validation:validation-api,org.junit.jupiter:junit-jupiter-engine,36,194,312,0.19,0.12,0.19
org.codehaus.plexus:plexus-utils,org.freemarker:freemarker,16,135,150,0.12,0.11,0.12
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.scala-lang:scala-library,10,102,174,0.1,0.06,0.1
org.antlr:antlr4-runtime,org.springframework:spring-context-support,7,114,150,0.06,0.05,0.06
org.antlr:antlr4-runtime,org.apache.maven:maven-plugin-api,16,114,254,0.14,0.06,0.14
org.mybatis.spring.boot:mybatis-spring-boot-starter,org.springframework:spring-beans,18,125,252,0.14,0.07,0.14
commons-beanutils:commons-beanutils,org.springframework:spring-jdbc,59,271,211,0.22,0.28,0.28
com.fasterxml.jackson.core:jackson-core,org.freemarker:freemarker,53,510,150,0.1,0.35,0.35
com.sun.xml.bind:jaxb-impl,org.assertj:assertj-core,41,157,425,0.26,0.1,0.26
com.sun.xml.bind:jaxb-impl,org.codehaus.jackson:jackson-core-asl,20,157,104,0.13,0.19,0.19
com.google.protobuf:protobuf-java,org.slf4j:slf4j-jdk14,14,258,101,0.05,0.14,0.14
org.junit.jupiter:junit-jupiter-api,org.springframework:spring-context-support,15,262,150,0.06,0.1,0.1
org.apache.poi:poi,org.quartz-scheduler:quartz,27,129,133,0.21,0.2,0.21
org.apache.hadoop:hadoop-common,org.springframework:spring-context-support,9,125,150,0.07,0.06,0.07
com.google.code.gson:gson,com.google.guava:guava,354,624,1138,0.57,0.31,0.57
com.google.code.gson:gson,javax.inject:javax.inject,53,624,187,0.08,0.28,0.28
javax.activation:activation,org.slf4j:log4j-over-slf4j,8,102,121,0.08,0.07,0.08
javax.activation:activation,org.openjdk.jmh:jmh-generator-annprocess,10,102,192,0.1,0.05,0.1
com.alibaba:druid,mysql:mysql-connector-java,104,137,494,0.76,0.21,0.76
io.springfox:springfox-swagger2,org.hibernate:hibernate-entitymanager,7,137,109,0.05,0.06,0.06
io.springfox:springfox-swagger2,org.apache.httpcomponents:httpcore,13,137,255,0.09,0.05,0.09
org.hamcrest:hamcrest,org.slf4j:slf4j-jdk14,12,127,101,0.09,0.12,0.12
org.apache.maven:maven-core,org.slf4j:jcl-over-slf4j,31,183,298,0.17,0.1,0.17
javax.xml.bind:jaxb-api,org.apache.lucene:lucene-analyzers-common,24,295,105,0.08,0.23,0.23
org.hsqldb:hsqldb,org.springframework:spring-orm,43,190,124,0.23,0.35,0.35
javax.servlet:servlet-api,org.eclipse.jetty:jetty-servlet,35,267,189,0.13,0.19,0.19
javax.servlet:servlet-api,org.apache.commons:commons-pool2,19,267,114,0.07,0.17,0.17
org.apache.httpcomponents:httpclient,org.apache.httpcomponents:httpcore,240,665,255,0.36,0.94,0.94
org.apache.poi:poi-ooxml,org.mockito:mockito-all,19,134,388,0.14,0.05,0.14
org.apache.commons:commons-compress,org.apache.lucene:lucene-analyzers-common,30,227,105,0.13,0.29,0.29
org.apache.commons:commons-compress,org.apache.zookeeper:zookeeper,52,227,183,0.23,0.28,0.28
commons-io:commons-io,org.apache.commons:commons-math3,103,1001,177,0.1,0.58,0.58
io.netty:netty-all,javax.activation:activation,7,220,102,0.03,0.07,0.07
cglib:cglib,org.codehaus.groovy:groovy-all,13,126,117,0.1,0.11,0.11
cglib:cglib,org.hamcrest:hamcrest-all,15,126,236,0.12,0.06,0.12
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.easymock:easymock,11,134,185,0.08,0.06,0.08
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.openjdk.jmh:jmh-generator-annprocess,12,134,192,0.09,0.06,0.09
com.alibaba:fastjson,org.apache.commons:commons-math3,10,288,177,0.03,0.06,0.06
org.apache.commons:commons-csv,org.springframework:spring-context,27,125,417,0.22,0.06,0.22
org.apache.commons:commons-csv,org.apache.zookeeper:zookeeper,22,125,183,0.18,0.12,0.18
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,org.apache.logging.log4j:log4j-api,25,122,267,0.2,0.09,0.2
commons-collections:commons-collections,org.hamcrest:hamcrest-all,46,272,236,0.17,0.19,0.19
commons-collections:commons-collections,org.slf4j:slf4j-log4j12,102,272,528,0.38,0.19,0.38
commons-collections:commons-collections,org.springframework:spring-jdbc,58,272,211,0.21,0.27,0.27
javax.mail:mail,org.junit.jupiter:junit-jupiter-params,5,154,151,0.03,0.03,0.03
javax.mail:mail,net.java.dev.jna:jna,11,154,146,0.07,0.08,0.08
org.apache.commons:commons-math3,org.mockito:mockito-core,73,177,865,0.41,0.08,0.41
com.thoughtworks.xstream:xstream,org.reflections:reflections,13,115,167,0.11,0.08,0.11
org.aspectj:aspectjweaver,org.springframework:spring-beans,79,163,252,0.48,0.31,0.48
org.hibernate:hibernate-core,org.testcontainers:testcontainers,13,193,111,0.07,0.12,0.12
org.apache.zookeeper:zookeeper,org.springframework.boot:spring-boot-starter-web,21,183,139,0.11,0.15,0.15
org.awaitility:awaitility,org.slf4j:slf4j-jdk14,12,141,101,0.09,0.12,0.12
com.google.code.findbugs:jsr305,org.apache.commons:commons-pool2,20,315,114,0.06,0.18,0.18
org.junit.vintage:junit-vintage-engine,org.slf4j:jul-to-slf4j,8,104,140,0.08,0.06,0.08
ch.qos.logback:logback-classic,org.hibernate:hibernate-validator,55,657,149,0.08,0.37,0.37
org.apache.velocity:velocity,org.yaml:snakeyaml,24,126,255,0.19,0.09,0.19
org.codehaus.jackson:jackson-core-asl,org.springframework.boot:spring-boot-starter-web,8,104,139,0.08,0.06,0.08
javax.ws.rs:javax.ws.rs-api,org.awaitility:awaitility,19,134,141,0.14,0.13,0.14
org.mockito:mockito-core,org.springframework.boot:spring-boot-starter-test,58,865,127,0.07,0.46,0.46
javax.servlet:jstl,org.apache.httpcomponents:httpcore,18,119,255,0.15,0.07,0.15
commons-httpclient:commons-httpclient,org.powermock:powermock-api-mockito2,9,138,100,0.07,0.09,0.09
com.beust:jcommander,io.springfox:springfox-swagger-ui,1,100,121,0.01,0.01,0.01
com.jcraft:jsch,commons-httpclient:commons-httpclient,22,101,138,0.22,0.16,0.22
org.apache.commons:commons-text,org.openjdk.jmh:jmh-generator-annprocess,22,174,192,0.13,0.11,0.13
com.fasterxml.jackson.core:jackson-databind,org.springframework:spring-beans,137,804,252,0.17,0.54,0.54
com.fasterxml.jackson.core:jackson-databind,org.hibernate:hibernate-entitymanager,44,804,109,0.05,0.4,0.4
com.fasterxml.jackson.core:jackson-databind,javax.servlet:jstl,56,804,119,0.07,0.47,0.47
com.squareup.okhttp3:okhttp,org.springframework:spring-webmvc,29,212,251,0.14,0.12,0.14
ch.qos.logback:logback-core,org.elasticsearch:elasticsearch,20,211,118,0.09,0.17,0.17
com.fasterxml.jackson.core:jackson-annotations,org.elasticsearch:elasticsearch,39,429,118,0.09,0.33,0.33
com.fasterxml.jackson.core:jackson-annotations,com.thoughtworks.xstream:xstream,37,429,115,0.09,0.32,0.32
com.google.guava:guava,org.hibernate:hibernate-core,102,1138,193,0.09,0.53,0.53
org.apache.maven.plugin-tools:maven-plugin-annotations,org.springframework:spring-beans,25,219,252,0.11,0.1,0.11
javax.inject:javax.inject,org.apache.ant:ant,25,187,154,0.13,0.16,0.16
javax.inject:javax.inject,org.apache.maven:maven-plugin-api,29,187,254,0.16,0.11,0.16
org.eclipse.jetty:jetty-util,org.mockito:mockito-all,29,110,388,0.26,0.07,0.26
org.mybatis.spring.boot:mybatis-spring-boot-starter,org.ow2.asm:asm,3,125,164,0.02,0.02,0.02
commons-beanutils:commons-beanutils,org.apache.avro:avro,31,271,108,0.11,0.29,0.29
com.fasterxml.jackson.core:jackson-core,org.eclipse.jetty:jetty-servlet,84,510,189,0.16,0.44,0.44
com.fasterxml.jackson.core:jackson-core,com.google.inject:guice,69,510,188,0.14,0.37,0.37
org.eclipse.jetty:jetty-servlet,org.junit.jupiter:junit-jupiter-api,22,189,262,0.12,0.08,0.12
org.eclipse.jetty:jetty-servlet,org.slf4j:slf4j-api,141,189,1366,0.75,0.1,0.75
org.apache.logging.log4j:log4j-slf4j-impl,org.apache.lucene:lucene-analyzers-common,18,217,105,0.08,0.17,0.17
com.google.inject:guice,org.springframework:spring-expression,7,188,108,0.04,0.06,0.06
org.bouncycastle:bcpkix-jdk15on,org.powermock:powermock-module-junit4,21,142,203,0.15,0.1,0.15
org.junit.jupiter:junit-jupiter-api,org.junit.vintage:junit-vintage-engine,57,262,104,0.22,0.55,0.55
org.glassfish.jaxb:jaxb-runtime,org.springframework.boot:spring-boot-starter-web,15,132,139,0.11,0.11,0.11
org.apache.logging.log4j:log4j-core,org.springframework:spring-tx,39,346,160,0.11,0.24,0.24
org.apache.logging.log4j:log4j-core,org.aspectj:aspectjweaver,39,346,163,0.11,0.24,0.24
org.springframework:spring-expression,org.springframework:spring-web,82,108,278,0.76,0.29,0.76
org.springframework:spring-expression,org.yaml:snakeyaml,22,108,255,0.2,0.09,0.2
commons-lang:commons-lang,commons-validator:commons-validator,42,415,101,0.1,0.42,0.42
org.apache.hadoop:hadoop-common,xerces:xercesImpl,16,125,109,0.13,0.15,0.15
org.apache.thrift:libthrift,org.slf4j:log4j-over-slf4j,12,102,121,0.12,0.1,0.12
org.apache.httpcomponents:httpcore,org.quartz-scheduler:quartz,33,255,133,0.13,0.25,0.25
org.apache.commons:commons-pool2,org.mockito:mockito-junit-jupiter,7,114,107,0.06,0.07,0.07
com.alibaba:druid,org.eclipse.jetty:jetty-server,16,137,253,0.12,0.06,0.12
org.slf4j:log4j-over-slf4j,org.springframework:spring-beans,30,121,252,0.25,0.12,0.25
org.apache.avro:avro,org.junit.jupiter:junit-jupiter-api,17,108,262,0.16,0.06,0.16
org.assertj:assertj-core,org.awaitility:awaitility,62,425,141,0.15,0.44,0.44
org.freemarker:freemarker,org.postgresql:postgresql,31,150,230,0.21,0.13,0.21
org.freemarker:freemarker,org.testng:testng,24,150,278,0.16,0.09,0.16
org.apache.httpcomponents:httpclient,org.eclipse.jetty:jetty-util,73,665,110,0.11,0.66,0.66
com.h2database:h2,org.apache.lucene:lucene-analyzers-common,29,353,105,0.08,0.28,0.28
com.h2database:h2,javax.xml.bind:jaxb-api,79,353,295,0.22,0.27,0.27
org.apache.lucene:lucene-analyzers-common,org.springframework:spring-jdbc,19,105,211,0.18,0.09,0.18
org.apache.commons:commons-compress,org.apache.velocity:velocity,20,227,126,0.09,0.16,0.16
com.zaxxer:HikariCP,commons-dbcp:commons-dbcp,18,135,122,0.13,0.15,0.15
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.eclipse.jetty:jetty-util,28,134,110,0.21,0.25,0.25
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.mybatis.spring.boot:mybatis-spring-boot-starter,1,134,125,0.01,0.01,0.01
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,com.sun.xml.bind:jaxb-impl,19,134,157,0.14,0.12,0.14
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.powermock:powermock-api-mockito2,8,134,100,0.06,0.08,0.08
org.mongodb:mongo-java-driver,org.springframework:spring-aop,19,110,171,0.17,0.11,0.17
org.elasticsearch:elasticsearch,org.openjdk.jmh:jmh-core,4,118,204,0.03,0.02,0.03
org.hamcrest:hamcrest-library,org.yaml:snakeyaml,39,224,255,0.17,0.15,0.17
org.apache.commons:commons-csv,org.hsqldb:hsqldb,23,125,190,0.18,0.12,0.18
org.apache.commons:commons-csv,org.junit.jupiter:junit-jupiter-params,9,125,151,0.07,0.06,0.07
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,javax.validation:validation-api,33,122,194,0.27,0.17,0.27
commons-dbcp:commons-dbcp,commons-io:commons-io,89,122,1001,0.73,0.09,0.73
org.apache.zookeeper:zookeeper,org.springframework:spring-expression,20,183,108,0.11,0.19,0.19
com.google.code.findbugs:jsr305,net.java.dev.jna:jna,35,315,146,0.11,0.24,0.24
ch.qos.logback:logback-classic,org.slf4j:jcl-over-slf4j,151,657,298,0.23,0.51,0.51
ch.qos.logback:logback-classic,org.apache.maven.plugin-tools:maven-plugin-annotations,50,657,219,0.08,0.23,0.23
ch.qos.logback:logback-classic,org.mybatis:mybatis,42,657,115,0.06,0.37,0.37
commons-configuration:commons-configuration,org.junit.vintage:junit-vintage-engine,8,146,104,0.05,0.08,0.08
org.apache.httpcomponents:httpmime,org.springframework:spring-web,36,143,278,0.25,0.13,0.25
com.beust:jcommander,org.projectlombok:lombok,12,100,373,0.12,0.03,0.12
com.jcraft:jsch,commons-collections:commons-collections,38,101,272,0.38,0.14,0.38
com.jcraft:jsch,org.mybatis:mybatis,6,101,115,0.06,0.05,0.06
com.fasterxml.jackson.core:jackson-databind,org.hamcrest:hamcrest,55,804,127,0.07,0.43,0.43
com.squareup.okhttp3:okhttp,org.junit.vintage:junit-vintage-engine,15,212,104,0.07,0.14,0.14
org.postgresql:postgresql,redis.clients:jedis,39,230,179,0.17,0.22,0.22
javax.servlet.jsp:jsp-api,org.reflections:reflections,11,103,167,0.11,0.07,0.11
com.google.guava:guava,io.springfox:springfox-swagger2,61,1138,137,0.05,0.45,0.45
javax.inject:javax.inject,org.springframework:spring-context-support,21,187,150,0.11,0.14,0.14
javax.inject:javax.inject,javax.mail:mail,23,187,154,0.12,0.15,0.15
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.hsqldb:hsqldb,13,102,190,0.13,0.07,0.13
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,javax.servlet:javax.servlet-api,38,102,468,0.37,0.08,0.37
org.apache.ant:ant,org.eclipse.jetty:jetty-util,19,154,110,0.12,0.17,0.17
org.apache.ant:ant,org.junit.jupiter:junit-jupiter-engine,26,154,312,0.17,0.08,0.17
org.springframework:spring-aop,org.springframework:spring-expression,72,171,108,0.42,0.67,0.67
org.apache.logging.log4j:log4j-slf4j-impl,org.hamcrest:hamcrest-library,21,217,224,0.1,0.09,0.1
org.apache.poi:poi,org.springframework:spring-test,42,129,325,0.33,0.13,0.33
org.glassfish.jaxb:jaxb-runtime,org.hamcrest:hamcrest-core,22,132,213,0.17,0.1,0.17
